,location,age_start,age_end,affected_outcome,lower,median,upper,location_id,national_id,effect_size
551,Katsina,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25338,214,standard
552,Kebbi,0.5,0.833333333,mam_to_sam_rate,0.05,0.21,0.63,25339,214,standard
553,Kebbi,0.5,0.833333333,mild_to_mam_rate,0.31,0.51,0.81,25339,214,standard
554,Kebbi,0.5,0.833333333,tmrel_to_mild_rate,0.57,0.69,0.87,25339,214,standard
555,Kebbi,0.833333333,1.5,mam_to_sam_rate,0.68,0.79,0.9,25339,214,standard
556,Kebbi,0.833333333,1.5,mild_to_mam_rate,0.76,0.84,0.92,25339,214,standard
557,Kebbi,0.833333333,1.5,tmrel_to_mild_rate,0.8,0.86,0.94,25339,214,standard
558,Kebbi,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25339,214,standard
559,Kebbi,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25339,214,standard
560,Khyber Pakhtunkhwa,0.5,0.833333333,mam_to_sam_rate,0.05,0.05,0.55,53619,165,standard
561,Khyber Pakhtunkhwa,0.5,0.833333333,mild_to_mam_rate,0.33,0.49,0.81,53619,165,standard
562,Khyber Pakhtunkhwa,0.5,0.833333333,tmrel_to_mild_rate,0.55,0.67,0.87,53619,165,standard
563,Khyber Pakhtunkhwa,0.833333333,1.5,mam_to_sam_rate,0.67,0.77,0.88,53619,165,standard
564,Khyber Pakhtunkhwa,0.833333333,1.5,mild_to_mam_rate,0.88,0.93,0.98,53619,165,standard
565,Khyber Pakhtunkhwa,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.91,0.99,53619,165,standard
566,Khyber Pakhtunkhwa,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,53619,165,standard
567,Khyber Pakhtunkhwa,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,53619,165,standard
568,Kogi,0.5,0.833333333,mam_to_sam_rate,0.05,0.13,0.61,25340,214,standard
569,Kogi,0.5,0.833333333,mild_to_mam_rate,0.21,0.37,0.75,25340,214,standard
570,Kogi,0.5,0.833333333,tmrel_to_mild_rate,0.59,0.69,0.87,25340,214,standard
571,Kogi,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,25340,214,standard
572,Kogi,0.833333333,1.5,mild_to_mam_rate,0.82,0.89,0.95,25340,214,standard
573,Kogi,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.9,0.97,25340,214,standard
574,Kogi,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25340,214,standard
575,Kogi,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25340,214,standard
576,Kwara,0.5,0.833333333,mam_to_sam_rate,0.05,0.23,0.67,25341,214,standard
577,Kwara,0.5,0.833333333,mild_to_mam_rate,0.45,0.61,0.87,25341,214,standard
578,Kwara,0.5,0.833333333,tmrel_to_mild_rate,0.71,0.79,0.93,25341,214,standard
579,Kwara,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.9,25341,214,standard
580,Kwara,0.833333333,1.5,mild_to_mam_rate,0.83,0.89,0.96,25341,214,standard
581,Kwara,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.9,0.97,25341,214,standard
582,Kwara,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25341,214,standard
583,Kwara,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25341,214,standard
584,Lagos,0.5,0.833333333,mam_to_sam_rate,0.05,0.17,0.65,25342,214,standard
585,Lagos,0.5,0.833333333,mild_to_mam_rate,0.29,0.47,0.81,25342,214,standard
586,Lagos,0.5,0.833333333,tmrel_to_mild_rate,0.63,0.73,0.89,25342,214,standard
587,Lagos,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.9,25342,214,standard
588,Lagos,0.833333333,1.5,mild_to_mam_rate,0.82,0.88,0.95,25342,214,standard
589,Lagos,0.833333333,1.5,tmrel_to_mild_rate,0.84,0.89,0.96,25342,214,standard
590,Lagos,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25342,214,standard
591,Lagos,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25342,214,standard
592,Nasarawa,0.5,0.833333333,mam_to_sam_rate,0.05,0.27,0.67,25343,214,standard
593,Nasarawa,0.5,0.833333333,mild_to_mam_rate,0.51,0.67,0.87,25343,214,standard
594,Nasarawa,0.5,0.833333333,tmrel_to_mild_rate,0.73,0.81,0.93,25343,214,standard
595,Nasarawa,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.89,25343,214,standard
596,Nasarawa,0.833333333,1.5,mild_to_mam_rate,0.83,0.9,0.96,25343,214,standard
597,Nasarawa,0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,25343,214,standard
598,Nasarawa,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25343,214,standard
599,Nasarawa,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25343,214,standard
600,Niger,0.5,0.833333333,mam_to_sam_rate,0.05,0.27,0.67,25344,214,standard
601,Niger,0.5,0.833333333,mild_to_mam_rate,0.43,0.61,0.85,25344,214,standard
602,Niger,0.5,0.833333333,tmrel_to_mild_rate,0.67,0.77,0.91,25344,214,standard
603,Niger,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,25344,214,standard
604,Niger,0.833333333,1.5,mild_to_mam_rate,0.82,0.89,0.95,25344,214,standard
605,Niger,0.833333333,1.5,tmrel_to_mild_rate,0.84,0.89,0.96,25344,214,standard
606,Niger,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25344,214,standard
607,Niger,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25344,214,standard
608,Ogun,0.5,0.833333333,mam_to_sam_rate,0.05,0.21,0.65,25345,214,standard
609,Ogun,0.5,0.833333333,mild_to_mam_rate,0.41,0.57,0.83,25345,214,standard
610,Ogun,0.5,0.833333333,tmrel_to_mild_rate,0.71,0.79,0.91,25345,214,standard
611,Ogun,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.93,25345,214,standard
612,Ogun,0.833333333,1.5,mild_to_mam_rate,0.85,0.91,0.98,25345,214,standard
613,Ogun,0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,25345,214,standard
614,Ogun,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25345,214,standard
615,Ogun,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25345,214,standard
616,Ondo,0.5,0.833333333,mam_to_sam_rate,0.05,0.15,0.63,25346,214,standard
617,Ondo,0.5,0.833333333,mild_to_mam_rate,0.31,0.47,0.79,25346,214,standard
618,Ondo,0.5,0.833333333,tmrel_to_mild_rate,0.71,0.79,0.91,25346,214,standard
619,Ondo,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.93,25346,214,standard
620,Ondo,0.833333333,1.5,mild_to_mam_rate,0.86,0.93,0.99,25346,214,standard
621,Ondo,0.833333333,1.5,tmrel_to_mild_rate,0.88,0.93,0.99,25346,214,standard
622,Ondo,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25346,214,standard
623,Ondo,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25346,214,standard
624,Osun,0.5,0.833333333,mam_to_sam_rate,0.05,0.29,0.69,25347,214,standard
625,Osun,0.5,0.833333333,mild_to_mam_rate,0.51,0.67,0.87,25347,214,standard
626,Osun,0.5,0.833333333,tmrel_to_mild_rate,0.73,0.81,0.93,25347,214,standard
627,Osun,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.89,25347,214,standard
628,Osun,0.833333333,1.5,mild_to_mam_rate,0.83,0.89,0.96,25347,214,standard
629,Osun,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.9,0.96,25347,214,standard
630,Osun,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25347,214,standard
631,Osun,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25347,214,standard
632,Oyo,0.5,0.833333333,mam_to_sam_rate,0.05,0.23,0.69,25348,214,standard
633,Oyo,0.5,0.833333333,mild_to_mam_rate,0.47,0.63,0.87,25348,214,standard
634,Oyo,0.5,0.833333333,tmrel_to_mild_rate,0.75,0.83,0.93,25348,214,standard
635,Oyo,0.833333333,1.5,mam_to_sam_rate,0.7,0.8,0.92,25348,214,standard
636,Oyo,0.833333333,1.5,mild_to_mam_rate,0.85,0.91,0.97,25348,214,standard
637,Oyo,0.833333333,1.5,tmrel_to_mild_rate,0.87,0.91,0.97,25348,214,standard
638,Oyo,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25348,214,standard
639,Oyo,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25348,214,standard
640,Plateau,0.5,0.833333333,mam_to_sam_rate,0.05,0.27,0.67,25349,214,standard
641,Plateau,0.5,0.833333333,mild_to_mam_rate,0.51,0.67,0.89,25349,214,standard
642,Plateau,0.5,0.833333333,tmrel_to_mild_rate,0.77,0.85,0.93,25349,214,standard
643,Plateau,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,25349,214,standard
644,Plateau,0.833333333,1.5,mild_to_mam_rate,0.83,0.89,0.96,25349,214,standard
645,Plateau,0.833333333,1.5,tmrel_to_mild_rate,0.87,0.91,0.97,25349,214,standard
646,Plateau,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25349,214,standard
647,Plateau,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25349,214,standard
648,Punjab,0.5,0.833333333,mam_to_sam_rate,0.05,0.13,0.63,53620,165,standard
649,Punjab,0.5,0.833333333,mild_to_mam_rate,0.45,0.61,0.85,53620,165,standard
650,Punjab,0.5,0.833333333,tmrel_to_mild_rate,0.63,0.73,0.89,53620,165,standard
651,Punjab,0.833333333,1.5,mam_to_sam_rate,0.68,0.79,0.9,53620,165,standard
652,Punjab,0.833333333,1.5,mild_to_mam_rate,0.89,0.94,0.99,53620,165,standard
653,Punjab,0.833333333,1.5,tmrel_to_mild_rate,0.84,0.89,0.97,53620,165,standard
654,Punjab,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,53620,165,standard
655,Punjab,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,53620,165,standard
656,Rivers,0.5,0.833333333,mam_to_sam_rate,0.05,0.27,0.67,25350,214,standard
657,Rivers,0.5,0.833333333,mild_to_mam_rate,0.55,0.69,0.89,25350,214,standard
658,Rivers,0.5,0.833333333,tmrel_to_mild_rate,0.75,0.83,0.93,25350,214,standard
659,Rivers,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.93,25350,214,standard
660,Rivers,0.833333333,1.5,mild_to_mam_rate,0.87,0.93,0.99,25350,214,standard
661,Rivers,0.833333333,1.5,tmrel_to_mild_rate,0.88,0.92,0.98,25350,214,standard
662,Rivers,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25350,214,standard
663,Rivers,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25350,214,standard
664,Sindh,0.5,0.833333333,mam_to_sam_rate,0.05,0.05,0.53,53621,165,standard
665,Sindh,0.5,0.833333333,mild_to_mam_rate,0.31,0.49,0.81,53621,165,standard
666,Sindh,0.5,0.833333333,tmrel_to_mild_rate,0.53,0.65,0.87,53621,165,standard
667,Sindh,0.833333333,1.5,mam_to_sam_rate,0.68,0.79,0.9,53621,165,standard
668,Sindh,0.833333333,1.5,mild_to_mam_rate,0.89,0.94,0.98,53621,165,standard
669,Sindh,0.833333333,1.5,tmrel_to_mild_rate,0.81,0.87,0.96,53621,165,standard
670,Sindh,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,53621,165,standard
671,Sindh,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,53621,165,standard
672,Sokoto,0.5,0.833333333,mam_to_sam_rate,0.05,0.15,0.63,25351,214,standard
673,Sokoto,0.5,0.833333333,mild_to_mam_rate,0.15,0.31,0.73,25351,214,standard
674,Sokoto,0.5,0.833333333,tmrel_to_mild_rate,0.51,0.63,0.85,25351,214,standard
675,Sokoto,0.833333333,1.5,mam_to_sam_rate,0.65,0.75,0.86,25351,214,standard
676,Sokoto,0.833333333,1.5,mild_to_mam_rate,0.72,0.8,0.89,25351,214,standard
677,Sokoto,0.833333333,1.5,tmrel_to_mild_rate,0.78,0.84,0.92,25351,214,standard
678,Sokoto,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25351,214,standard
679,Sokoto,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25351,214,standard
680,Taraba,0.5,0.833333333,mam_to_sam_rate,0.05,0.31,0.69,25352,214,standard
681,Taraba,0.5,0.833333333,mild_to_mam_rate,0.53,0.69,0.89,25352,214,standard
682,Taraba,0.5,0.833333333,tmrel_to_mild_rate,0.77,0.83,0.93,25352,214,standard
683,Taraba,0.833333333,1.5,mam_to_sam_rate,0.66,0.76,0.87,25352,214,standard
684,Taraba,0.833333333,1.5,mild_to_mam_rate,0.82,0.88,0.94,25352,214,standard
685,Taraba,0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,25352,214,standard
686,Taraba,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25352,214,standard
687,Taraba,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25352,214,standard
688,Yobe,0.5,0.833333333,mam_to_sam_rate,0.05,0.15,0.65,25353,214,standard
689,Yobe,0.5,0.833333333,mild_to_mam_rate,0.21,0.39,0.77,25353,214,standard
690,Yobe,0.5,0.833333333,tmrel_to_mild_rate,0.59,0.69,0.87,25353,214,standard
691,Yobe,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.92,25353,214,standard
692,Yobe,0.833333333,1.5,mild_to_mam_rate,0.77,0.86,0.94,25353,214,standard
693,Yobe,0.833333333,1.5,tmrel_to_mild_rate,0.81,0.87,0.95,25353,214,standard
694,Yobe,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25353,214,standard
695,Yobe,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25353,214,standard
696,Zamfara,0.5,0.833333333,mam_to_sam_rate,0.05,0.25,0.67,25354,214,standard
697,Zamfara,0.5,0.833333333,mild_to_mam_rate,0.41,0.59,0.85,25354,214,standard
698,Zamfara,0.5,0.833333333,tmrel_to_mild_rate,0.65,0.75,0.89,25354,214,standard
699,Zamfara,0.833333333,1.5,mam_to_sam_rate,0.64,0.74,0.84,25354,214,standard
700,Zamfara,0.833333333,1.5,mild_to_mam_rate,0.76,0.83,0.9,25354,214,standard
701,Zamfara,0.833333333,1.5,tmrel_to_mild_rate,0.8,0.86,0.93,25354,214,standard
702,Zamfara,0.0,5.0,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25354,214,standard
703,Zamfara,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25354,214,standard
704,Addis Ababa,0.0,5.0,moderate_stunting_prevalence_ratio,0.77,0.87,1.02,44861,179,modified
705,Addis Ababa,0.0,5.0,severe_stunting_prevalence_ratio,0.83,0.92,0.98,44861,179,modified
706,Addis Ababa,0.0,5.0,moderate_stunting_prevalence_ratio,0.83,0.86,0.89,44861,179,standard
707,Addis Ababa,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44861,179,standard
708,Addis Ababa,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.6099999999999999,1.41,44861,179,modified
709,Addis Ababa,0.5,0.8333333333333334,mild_to_mam_rate,0.6900000000000001,0.95,1.2300000000000002,44861,179,modified
710,Addis Ababa,0.5,0.8333333333333334,tmrel_to_mild_rate,0.71,0.91,1.1700000000000002,44861,179,modified
711,Addis Ababa,0.5,0.8333333333333334,mam_to_sam_rate,0.09,0.39,0.73,44861,179,standard
712,Addis Ababa,0.5,0.8333333333333334,mild_to_mam_rate,0.6299999999999999,0.77,0.93,44861,179,standard
713,Addis Ababa,0.5,0.8333333333333334,tmrel_to_mild_rate,0.83,0.87,0.93,44861,179,standard
714,Addis Ababa,0.8333333333333334,1.5,mam_to_sam_rate,0.65,0.83,1.07,44861,179,modified
715,Addis Ababa,0.8333333333333334,1.5,mild_to_mam_rate,0.98,1.02,1.06,44861,179,modified
716,Addis Ababa,0.8333333333333334,1.5,tmrel_to_mild_rate,0.74,0.92,1.17,44861,179,modified
717,Addis Ababa,0.8333333333333334,1.5,mam_to_sam_rate,0.69,0.79,0.9,44861,179,standard
718,Addis Ababa,0.8333333333333334,1.5,mild_to_mam_rate,0.87,0.92,0.99,44861,179,standard
719,Addis Ababa,0.8333333333333334,1.5,tmrel_to_mild_rate,0.86,0.9,0.94,44861,179,standard
720,Afar,0.0,5.0,moderate_stunting_prevalence_ratio,0.78,0.83,0.93,44853,179,modified
721,Afar,0.0,5.0,severe_stunting_prevalence_ratio,0.65,0.78,0.89,44853,179,modified
722,Afar,0.0,5.0,moderate_stunting_prevalence_ratio,0.83,0.86,0.89,44853,179,standard
723,Afar,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44853,179,standard
724,Afar,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.23,0.6900000000000001,44853,179,modified
725,Afar,0.5,0.8333333333333334,mild_to_mam_rate,0.51,0.6499999999999999,0.85,44853,179,modified
726,Afar,0.5,0.8333333333333334,tmrel_to_mild_rate,0.59,0.75,0.93,44853,179,modified
727,Afar,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.33,0.6900000000000001,44853,179,standard
728,Afar,0.5,0.8333333333333334,mild_to_mam_rate,0.53,0.71,0.89,44853,179,standard
729,Afar,0.5,0.8333333333333334,tmrel_to_mild_rate,0.6900000000000001,0.77,0.87,44853,179,standard
730,Afar,0.8333333333333334,1.5,mam_to_sam_rate,0.63,0.77,0.93,44853,179,modified
731,Afar,0.8333333333333334,1.5,mild_to_mam_rate,0.83,0.87,0.9,44853,179,modified
732,Afar,0.8333333333333334,1.5,tmrel_to_mild_rate,0.71,0.81,0.96,44853,179,modified
733,Afar,0.8333333333333334,1.5,mam_to_sam_rate,0.7,0.81,0.92,44853,179,standard
734,Afar,0.8333333333333334,1.5,mild_to_mam_rate,0.82,0.88,0.96,44853,179,standard
735,Afar,0.8333333333333334,1.5,tmrel_to_mild_rate,0.77,0.83,0.91,44853,179,standard
736,Amhara,0.0,5.0,moderate_stunting_prevalence_ratio,0.77,0.87,1.02,44854,179,modified
737,Amhara,0.0,5.0,severe_stunting_prevalence_ratio,0.83,0.92,0.98,44854,179,modified
738,Amhara,0.0,5.0,moderate_stunting_prevalence_ratio,0.83,0.86,0.89,44854,179,standard
739,Amhara,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44854,179,standard
740,Amhara,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.6099999999999999,1.43,44854,179,modified
741,Amhara,0.5,0.8333333333333334,mild_to_mam_rate,0.67,0.95,1.2500000000000002,44854,179,modified
742,Amhara,0.5,0.8333333333333334,tmrel_to_mild_rate,0.67,0.89,1.1900000000000002,44854,179,modified
743,Amhara,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.37,0.71,44854,179,standard
744,Amhara,0.5,0.8333333333333334,mild_to_mam_rate,0.6299999999999999,0.75,0.91,44854,179,standard
745,Amhara,0.5,0.8333333333333334,tmrel_to_mild_rate,0.79,0.85,0.93,44854,179,standard
746,Amhara,0.8333333333333334,1.5,mam_to_sam_rate,0.65,0.83,1.07,44854,179,modified
747,Amhara,0.8333333333333334,1.5,mild_to_mam_rate,0.97,1.02,1.07,44854,179,modified
748,Amhara,0.8333333333333334,1.5,tmrel_to_mild_rate,0.7,0.9,1.2,44854,179,modified
749,Amhara,0.8333333333333334,1.5,mam_to_sam_rate,0.69,0.79,0.9,44854,179,standard
750,Amhara,0.8333333333333334,1.5,mild_to_mam_rate,0.86,0.92,0.99,44854,179,standard
751,Amhara,0.8333333333333334,1.5,tmrel_to_mild_rate,0.83,0.88,0.93,44854,179,standard
752,Benishangul-Gumuz,0.0,5.0,moderate_stunting_prevalence_ratio,0.78,0.83,0.93,44857,179,modified
753,Benishangul-Gumuz,0.0,5.0,severe_stunting_prevalence_ratio,0.65,0.78,0.89,44857,179,modified
754,Benishangul-Gumuz,0.0,5.0,moderate_stunting_prevalence_ratio,0.83,0.86,0.89,44857,179,standard
755,Benishangul-Gumuz,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44857,179,standard
756,Benishangul-Gumuz,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.25,0.6900000000000001,44857,179,modified
757,Benishangul-Gumuz,0.5,0.8333333333333334,mild_to_mam_rate,0.57,0.71,0.85,44857,179,modified
758,Benishangul-Gumuz,0.5,0.8333333333333334,tmrel_to_mild_rate,0.71,0.81,0.95,44857,179,modified
759,Benishangul-Gumuz,0.5,0.8333333333333334,mam_to_sam_rate,0.07,0.37,0.6900000000000001,44857,179,standard
760,Benishangul-Gumuz,0.5,0.8333333333333334,mild_to_mam_rate,0.6099999999999999,0.75,0.91,44857,179,standard
761,Benishangul-Gumuz,0.5,0.8333333333333334,tmrel_to_mild_rate,0.77,0.83,0.91,44857,179,standard
762,Benishangul-Gumuz,0.8333333333333334,1.5,mam_to_sam_rate,0.61,0.75,0.91,44857,179,modified
763,Benishangul-Gumuz,0.8333333333333334,1.5,mild_to_mam_rate,0.86,0.89,0.92,44857,179,modified
764,Benishangul-Gumuz,0.8333333333333334,1.5,tmrel_to_mild_rate,0.76,0.85,0.97,44857,179,modified
765,Benishangul-Gumuz,0.8333333333333334,1.5,mam_to_sam_rate,0.68,0.79,0.9,44857,179,standard
766,Benishangul-Gumuz,0.8333333333333334,1.5,mild_to_mam_rate,0.85,0.91,0.98,44857,179,standard
767,Benishangul-Gumuz,0.8333333333333334,1.5,tmrel_to_mild_rate,0.81,0.86,0.92,44857,179,standard
768,Dire Dawa,0.0,5.0,moderate_stunting_prevalence_ratio,0.78,0.83,0.93,44862,179,modified
769,Dire Dawa,0.0,5.0,moderate_stunting_prevalence_ratio,0.78,0.83,0.93,69741,179,modified
770,Dire Dawa,0.0,5.0,severe_stunting_prevalence_ratio,0.65,0.78,0.89,44862,179,modified
771,Dire Dawa,0.0,5.0,severe_stunting_prevalence_ratio,0.65,0.78,0.89,69741,179,modified
772,Dire Dawa,0.0,5.0,moderate_stunting_prevalence_ratio,0.83,0.86,0.89,44862,179,standard
773,Dire Dawa,0.0,5.0,moderate_stunting_prevalence_ratio,0.83,0.86,0.89,69741,179,standard
774,Dire Dawa,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44862,179,standard
775,Dire Dawa,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,69741,179,standard
776,Dire Dawa,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.23,0.67,44862,179,modified
777,Dire Dawa,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.23,0.67,69741,179,modified
778,Dire Dawa,0.5,0.8333333333333334,mild_to_mam_rate,0.51,0.65,0.83,44862,179,modified
779,Dire Dawa,0.5,0.8333333333333334,mild_to_mam_rate,0.51,0.65,0.83,69741,179,modified
780,Dire Dawa,0.5,0.8333333333333334,tmrel_to_mild_rate,0.67,0.79,0.95,44862,179,modified
781,Dire Dawa,0.5,0.8333333333333334,tmrel_to_mild_rate,0.67,0.79,0.95,69741,179,modified
782,Dire Dawa,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.35,0.6900000000000001,44862,179,standard
783,Dire Dawa,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.35,0.6900000000000001,69741,179,standard
784,Dire Dawa,0.5,0.8333333333333334,mild_to_mam_rate,0.55,0.71,0.89,44862,179,standard
785,Dire Dawa,0.5,0.8333333333333334,mild_to_mam_rate,0.55,0.71,0.89,69741,179,standard
786,Dire Dawa,0.5,0.8333333333333334,tmrel_to_mild_rate,0.73,0.81,0.89,44862,179,standard
787,Dire Dawa,0.5,0.8333333333333334,tmrel_to_mild_rate,0.73,0.81,0.89,69741,179,standard
788,Dire Dawa,0.8333333333333334,1.5,mam_to_sam_rate,0.61,0.75,0.91,44862,179,modified
789,Dire Dawa,0.8333333333333334,1.5,mam_to_sam_rate,0.61,0.75,0.91,69741,179,modified
790,Dire Dawa,0.8333333333333334,1.5,mild_to_mam_rate,0.87,0.9,0.93,44862,179,modified
791,Dire Dawa,0.8333333333333334,1.5,mild_to_mam_rate,0.87,0.9,0.93,69741,179,modified
792,Dire Dawa,0.8333333333333334,1.5,tmrel_to_mild_rate,0.75,0.84,0.97,44862,179,modified
793,Dire Dawa,0.8333333333333334,1.5,tmrel_to_mild_rate,0.75,0.84,0.97,69741,179,modified
794,Dire Dawa,0.8333333333333334,1.5,mam_to_sam_rate,0.68,0.79,0.9,44862,179,standard
795,Dire Dawa,0.8333333333333334,1.5,mam_to_sam_rate,0.68,0.79,0.9,69741,179,standard
796,Dire Dawa,0.8333333333333334,1.5,mild_to_mam_rate,0.86,0.92,0.99,44862,179,standard
797,Dire Dawa,0.8333333333333334,1.5,mild_to_mam_rate,0.86,0.92,0.99,69741,179,standard
798,Dire Dawa,0.8333333333333334,1.5,tmrel_to_mild_rate,0.81,0.86,0.92,44862,179,standard
799,Dire Dawa,0.8333333333333334,1.5,tmrel_to_mild_rate,0.81,0.86,0.92,69741,179,standard
800,Gambella,0.0,5.0,moderate_stunting_prevalence_ratio,0.78,0.83,0.93,44860,179,modified
801,Gambella,0.0,5.0,severe_stunting_prevalence_ratio,0.65,0.78,0.89,44860,179,modified
802,Gambella,0.0,5.0,moderate_stunting_prevalence_ratio,0.83,0.86,0.89,44860,179,standard
803,Gambella,0.0,5.0,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44860,179,standard
804,Gambella,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.19,0.67,44860,179,modified
805,Gambella,0.5,0.8333333333333334,mild_to_mam_rate,0.49,0.6299999999999999,0.83,44860,179,modified
806,Gambella,0.5,0.8333333333333334,tmrel_to_mild_rate,0.67,0.79,0.95,44860,179,modified
807,Gambella,0.5,0.8333333333333334,mam_to_sam_rate,0.05,0.31,0.67,44860,179,standard
808,Gambella,0.5,0.8333333333333334,mild_to_mam_rate,0.51,0.67,0.87,44860,179,standard
809,Gambella,0.5,0.8333333333333334,tmrel_to_mild_rate,0.73,0.81,0.89,44860,179,standard
810,Gambella,0.8333333333333334,1.5,mam_to_sam_rate,0.63,0.78,0.94,44860,179,modified
811,Gambella,0.8333333333333334,1.5,mild_to_mam_rate,0.86,0.9,0.94,44860,179,modified
812,Gambella,0.8333333333333334,1.5,tmrel_to_mild_rate,0.74,0.83,0.96,44860,179,modified
813,Gambella,0.8333333333333334,1.5,mam_to_sam_rate,0.71,0.82,0.93,44860,179,standard
814,Gambella,0.8333333333333334,1.5,mild_to_mam_rate,0.85,0.92,1.0,44860,179,standard
815,Gambella,0.8333333333333334,1.5,tmrel_to_mild_rate,0.8,0.85,0.91,44860,179,standard
816,Harari,0.0,5.0,moderate_stunting_prevalence_ratio,0.77,0.87,1.02,44859,179,modified
817,Harari,0.0,5.0,severe_stunting_prevalence_ratio,0.83,0.92,0.98,44859,179,modified
818,Harari,0.0,5.0,moderate_stunting_prevalence_ratio,0.83,0.86,0.89,44859,179,standard
