,effect_size,location,age_start,age_end,affected_outcome,lower,median,upper,location_id,national_id
560,modified,Delta,0.5,0.833333333,mam_to_sam_rate,0.05,0.25,0.67,25327,214
561,modified,Delta,0.5,0.833333333,mild_to_mam_rate,0.49,0.65,0.87,25327,214
562,modified,Delta,0.5,0.833333333,tmrel_to_mild_rate,0.73,0.81,0.93,25327,214
563,modified,Delta,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,25327,214
564,modified,Delta,0.833333333,1.5,mild_to_mam_rate,0.83,0.89,0.96,25327,214
565,modified,Delta,0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,25327,214
566,modified,Delta,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25327,214
567,modified,Delta,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25327,214
568,modified,Dire Dawa,0.5,0.833333333,mam_to_sam_rate,0.05,0.15,0.61,44862,179
569,modified,Dire Dawa,0.5,0.833333333,mild_to_mam_rate,0.47,0.61,0.85,44862,179
570,modified,Dire Dawa,0.5,0.833333333,tmrel_to_mild_rate,0.57,0.69,0.89,44862,179
571,modified,Dire Dawa,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,44862,179
572,modified,Dire Dawa,0.833333333,1.5,mild_to_mam_rate,0.84,0.9,0.96,44862,179
573,modified,Dire Dawa,0.833333333,1.5,tmrel_to_mild_rate,0.83,0.88,0.96,44862,179
574,modified,Dire Dawa,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,44862,179
575,modified,Dire Dawa,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44862,179
576,modified,Ebonyi,0.5,0.833333333,mam_to_sam_rate,0.05,0.23,0.67,25328,214
577,modified,Ebonyi,0.5,0.833333333,mild_to_mam_rate,0.37,0.57,0.83,25328,214
578,modified,Ebonyi,0.5,0.833333333,tmrel_to_mild_rate,0.67,0.77,0.91,25328,214
579,modified,Ebonyi,0.833333333,1.5,mam_to_sam_rate,0.67,0.77,0.88,25328,214
580,modified,Ebonyi,0.833333333,1.5,mild_to_mam_rate,0.82,0.88,0.95,25328,214
581,modified,Ebonyi,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.9,0.96,25328,214
582,modified,Ebonyi,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25328,214
583,modified,Ebonyi,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25328,214
584,modified,Edo,0.5,0.833333333,mam_to_sam_rate,0.05,0.19,0.63,25329,214
585,modified,Edo,0.5,0.833333333,mild_to_mam_rate,0.37,0.55,0.83,25329,214
586,modified,Edo,0.5,0.833333333,tmrel_to_mild_rate,0.69,0.77,0.91,25329,214
587,modified,Edo,0.833333333,1.5,mam_to_sam_rate,0.68,0.79,0.9,25329,214
588,modified,Edo,0.833333333,1.5,mild_to_mam_rate,0.84,0.9,0.96,25329,214
589,modified,Edo,0.833333333,1.5,tmrel_to_mild_rate,0.87,0.91,0.97,25329,214
590,modified,Edo,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25329,214
591,modified,Edo,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25329,214
592,modified,Ekiti,0.5,0.833333333,mam_to_sam_rate,0.05,0.33,0.71,25330,214
593,modified,Ekiti,0.5,0.833333333,mild_to_mam_rate,0.55,0.71,0.89,25330,214
594,modified,Ekiti,0.5,0.833333333,tmrel_to_mild_rate,0.77,0.83,0.93,25330,214
595,modified,Ekiti,0.833333333,1.5,mam_to_sam_rate,0.67,0.77,0.88,25330,214
596,modified,Ekiti,0.833333333,1.5,mild_to_mam_rate,0.84,0.9,0.96,25330,214
597,modified,Ekiti,0.833333333,1.5,tmrel_to_mild_rate,0.87,0.91,0.97,25330,214
598,modified,Ekiti,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25330,214
599,modified,Ekiti,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25330,214
600,modified,Enugu,0.5,0.833333333,mam_to_sam_rate,0.05,0.31,0.71,25331,214
601,modified,Enugu,0.5,0.833333333,mild_to_mam_rate,0.55,0.71,0.89,25331,214
602,modified,Enugu,0.5,0.833333333,tmrel_to_mild_rate,0.77,0.85,0.95,25331,214
603,modified,Enugu,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,25331,214
604,modified,Enugu,0.833333333,1.5,mild_to_mam_rate,0.84,0.9,0.96,25331,214
605,modified,Enugu,0.833333333,1.5,tmrel_to_mild_rate,0.87,0.92,0.97,25331,214
606,modified,Enugu,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25331,214
607,modified,Enugu,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25331,214
608,modified,FCT (Abuja),0.5,0.833333333,mam_to_sam_rate,0.05,0.31,0.69,25332,214
609,modified,FCT (Abuja),0.5,0.833333333,mild_to_mam_rate,0.59,0.73,0.91,25332,214
610,modified,FCT (Abuja),0.5,0.833333333,tmrel_to_mild_rate,0.75,0.83,0.93,25332,214
611,modified,FCT (Abuja),0.833333333,1.5,mam_to_sam_rate,0.71,0.82,0.94,25332,214
612,modified,FCT (Abuja),0.833333333,1.5,mild_to_mam_rate,0.88,0.94,1,25332,214
613,modified,FCT (Abuja),0.833333333,1.5,tmrel_to_mild_rate,0.87,0.92,0.97,25332,214
614,modified,FCT (Abuja),0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25332,214
615,modified,FCT (Abuja),0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25332,214
616,modified,Gambella,0.5,0.833333333,mam_to_sam_rate,0.15,0.43,0.75,44860,179
617,modified,Gambella,0.5,0.833333333,mild_to_mam_rate,0.57,0.73,0.89,44860,179
618,modified,Gambella,0.5,0.833333333,tmrel_to_mild_rate,0.67,0.77,0.91,44860,179
619,modified,Gambella,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.93,44860,179
620,modified,Gambella,0.833333333,1.5,mild_to_mam_rate,0.84,0.9,0.97,44860,179
621,modified,Gambella,0.833333333,1.5,tmrel_to_mild_rate,0.82,0.88,0.95,44860,179
622,modified,Gambella,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,44860,179
623,modified,Gambella,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44860,179
624,modified,Gilgit-Baltistan,0.5,0.833333333,mam_to_sam_rate,0.05,0.23,0.67,53617,165
625,modified,Gilgit-Baltistan,0.5,0.833333333,mild_to_mam_rate,0.55,0.69,0.89,53617,165
626,modified,Gilgit-Baltistan,0.5,0.833333333,tmrel_to_mild_rate,0.71,0.79,0.93,53617,165
627,modified,Gilgit-Baltistan,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,53617,165
628,modified,Gilgit-Baltistan,0.833333333,1.5,mild_to_mam_rate,0.89,0.94,0.98,53617,165
629,modified,Gilgit-Baltistan,0.833333333,1.5,tmrel_to_mild_rate,0.88,0.93,1,53617,165
630,modified,Gilgit-Baltistan,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,53617,165
631,modified,Gilgit-Baltistan,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,53617,165
632,modified,Gombe,0.5,0.833333333,mam_to_sam_rate,0.05,0.29,0.69,25333,214
633,modified,Gombe,0.5,0.833333333,mild_to_mam_rate,0.47,0.65,0.87,25333,214
634,modified,Gombe,0.5,0.833333333,tmrel_to_mild_rate,0.69,0.79,0.91,25333,214
635,modified,Gombe,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.89,25333,214
636,modified,Gombe,0.833333333,1.5,mild_to_mam_rate,0.79,0.86,0.93,25333,214
637,modified,Gombe,0.833333333,1.5,tmrel_to_mild_rate,0.82,0.87,0.95,25333,214
638,modified,Gombe,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25333,214
639,modified,Gombe,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25333,214
640,modified,Harari,0.5,0.833333333,mam_to_sam_rate,0.05,0.13,0.59,44859,179
641,modified,Harari,0.5,0.833333333,mild_to_mam_rate,0.53,0.67,0.87,44859,179
642,modified,Harari,0.5,0.833333333,tmrel_to_mild_rate,0.73,0.81,0.93,44859,179
643,modified,Harari,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,44859,179
644,modified,Harari,0.833333333,1.5,mild_to_mam_rate,0.85,0.9,0.96,44859,179
645,modified,Harari,0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,44859,179
646,modified,Harari,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,44859,179
647,modified,Harari,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44859,179
648,modified,Imo,0.5,0.833333333,mam_to_sam_rate,0.05,0.23,0.65,25334,214
649,modified,Imo,0.5,0.833333333,mild_to_mam_rate,0.45,0.61,0.85,25334,214
650,modified,Imo,0.5,0.833333333,tmrel_to_mild_rate,0.69,0.77,0.91,25334,214
651,modified,Imo,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.89,25334,214
652,modified,Imo,0.833333333,1.5,mild_to_mam_rate,0.82,0.89,0.95,25334,214
653,modified,Imo,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.9,0.96,25334,214
654,modified,Imo,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25334,214
655,modified,Imo,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25334,214
656,modified,Islamabad Capital Territory,0.5,0.833333333,mam_to_sam_rate,0.05,0.21,0.67,53618,165
657,modified,Islamabad Capital Territory,0.5,0.833333333,mild_to_mam_rate,0.55,0.69,0.89,53618,165
658,modified,Islamabad Capital Territory,0.5,0.833333333,tmrel_to_mild_rate,0.75,0.83,0.93,53618,165
659,modified,Islamabad Capital Territory,0.833333333,1.5,mam_to_sam_rate,0.68,0.79,0.9,53618,165
660,modified,Islamabad Capital Territory,0.833333333,1.5,mild_to_mam_rate,0.89,0.94,0.99,53618,165
661,modified,Islamabad Capital Territory,0.833333333,1.5,tmrel_to_mild_rate,0.88,0.93,0.99,53618,165
662,modified,Islamabad Capital Territory,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,53618,165
663,modified,Islamabad Capital Territory,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,53618,165
664,modified,Jigawa,0.5,0.833333333,mam_to_sam_rate,0.05,0.21,0.65,25335,214
665,modified,Jigawa,0.5,0.833333333,mild_to_mam_rate,0.35,0.53,0.83,25335,214
666,modified,Jigawa,0.5,0.833333333,tmrel_to_mild_rate,0.65,0.75,0.89,25335,214
667,modified,Jigawa,0.833333333,1.5,mam_to_sam_rate,0.66,0.76,0.87,25335,214
668,modified,Jigawa,0.833333333,1.5,mild_to_mam_rate,0.76,0.84,0.92,25335,214
669,modified,Jigawa,0.833333333,1.5,tmrel_to_mild_rate,0.81,0.87,0.94,25335,214
670,modified,Jigawa,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25335,214
671,modified,Jigawa,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25335,214
672,modified,Kaduna,0.5,0.833333333,mam_to_sam_rate,0.05,0.23,0.67,25336,214
673,modified,Kaduna,0.5,0.833333333,mild_to_mam_rate,0.39,0.57,0.85,25336,214
674,modified,Kaduna,0.5,0.833333333,tmrel_to_mild_rate,0.67,0.77,0.91,25336,214
675,modified,Kaduna,0.833333333,1.5,mam_to_sam_rate,0.68,0.79,0.9,25336,214
676,modified,Kaduna,0.833333333,1.5,mild_to_mam_rate,0.81,0.88,0.95,25336,214
677,modified,Kaduna,0.833333333,1.5,tmrel_to_mild_rate,0.83,0.88,0.96,25336,214
678,modified,Kaduna,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25336,214
679,modified,Kaduna,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25336,214
680,modified,Kano,0.5,0.833333333,mam_to_sam_rate,0.05,0.23,0.67,25337,214
681,modified,Kano,0.5,0.833333333,mild_to_mam_rate,0.35,0.53,0.83,25337,214
682,modified,Kano,0.5,0.833333333,tmrel_to_mild_rate,0.65,0.75,0.89,25337,214
683,modified,Kano,0.833333333,1.5,mam_to_sam_rate,0.66,0.77,0.88,25337,214
684,modified,Kano,0.833333333,1.5,mild_to_mam_rate,0.78,0.85,0.93,25337,214
685,modified,Kano,0.833333333,1.5,tmrel_to_mild_rate,0.82,0.88,0.95,25337,214
686,modified,Kano,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25337,214
687,modified,Kano,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25337,214
688,modified,Katsina,0.5,0.833333333,mam_to_sam_rate,0.05,0.21,0.67,25338,214
689,modified,Katsina,0.5,0.833333333,mild_to_mam_rate,0.31,0.49,0.81,25338,214
690,modified,Katsina,0.5,0.833333333,tmrel_to_mild_rate,0.65,0.75,0.89,25338,214
691,modified,Katsina,0.833333333,1.5,mam_to_sam_rate,0.66,0.76,0.87,25338,214
692,modified,Katsina,0.833333333,1.5,mild_to_mam_rate,0.77,0.84,0.92,25338,214
693,modified,Katsina,0.833333333,1.5,tmrel_to_mild_rate,0.82,0.88,0.95,25338,214
694,modified,Katsina,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25338,214
695,modified,Katsina,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25338,214
696,modified,Kebbi,0.5,0.833333333,mam_to_sam_rate,0.05,0.21,0.63,25339,214
697,modified,Kebbi,0.5,0.833333333,mild_to_mam_rate,0.31,0.51,0.81,25339,214
698,modified,Kebbi,0.5,0.833333333,tmrel_to_mild_rate,0.57,0.69,0.87,25339,214
699,modified,Kebbi,0.833333333,1.5,mam_to_sam_rate,0.68,0.79,0.9,25339,214
700,modified,Kebbi,0.833333333,1.5,mild_to_mam_rate,0.76,0.84,0.92,25339,214
701,modified,Kebbi,0.833333333,1.5,tmrel_to_mild_rate,0.8,0.86,0.94,25339,214
702,modified,Kebbi,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25339,214
703,modified,Kebbi,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25339,214
704,modified,Khyber Pakhtunkhwa,0.5,0.833333333,mam_to_sam_rate,0.05,0.05,0.55,53619,165
705,modified,Khyber Pakhtunkhwa,0.5,0.833333333,mild_to_mam_rate,0.33,0.49,0.81,53619,165
706,modified,Khyber Pakhtunkhwa,0.5,0.833333333,tmrel_to_mild_rate,0.55,0.67,0.87,53619,165
707,modified,Khyber Pakhtunkhwa,0.833333333,1.5,mam_to_sam_rate,0.67,0.77,0.88,53619,165
708,modified,Khyber Pakhtunkhwa,0.833333333,1.5,mild_to_mam_rate,0.88,0.93,0.98,53619,165
709,modified,Khyber Pakhtunkhwa,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.91,0.99,53619,165
710,modified,Khyber Pakhtunkhwa,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,53619,165
711,modified,Khyber Pakhtunkhwa,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,53619,165
712,modified,Kogi,0.5,0.833333333,mam_to_sam_rate,0.05,0.13,0.61,25340,214
713,modified,Kogi,0.5,0.833333333,mild_to_mam_rate,0.21,0.37,0.75,25340,214
714,modified,Kogi,0.5,0.833333333,tmrel_to_mild_rate,0.59,0.69,0.87,25340,214
715,modified,Kogi,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,25340,214
716,modified,Kogi,0.833333333,1.5,mild_to_mam_rate,0.82,0.89,0.95,25340,214
717,modified,Kogi,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.9,0.97,25340,214
718,modified,Kogi,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25340,214
719,modified,Kogi,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25340,214
720,modified,Kwara,0.5,0.833333333,mam_to_sam_rate,0.05,0.23,0.67,25341,214
721,modified,Kwara,0.5,0.833333333,mild_to_mam_rate,0.45,0.61,0.87,25341,214
722,modified,Kwara,0.5,0.833333333,tmrel_to_mild_rate,0.71,0.79,0.93,25341,214
723,modified,Kwara,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.9,25341,214
724,modified,Kwara,0.833333333,1.5,mild_to_mam_rate,0.83,0.89,0.96,25341,214
725,modified,Kwara,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.9,0.97,25341,214
726,modified,Kwara,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25341,214
727,modified,Kwara,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25341,214
728,modified,Lagos,0.5,0.833333333,mam_to_sam_rate,0.05,0.17,0.65,25342,214
729,modified,Lagos,0.5,0.833333333,mild_to_mam_rate,0.29,0.47,0.81,25342,214
730,modified,Lagos,0.5,0.833333333,tmrel_to_mild_rate,0.63,0.73,0.89,25342,214
731,modified,Lagos,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.9,25342,214
732,modified,Lagos,0.833333333,1.5,mild_to_mam_rate,0.82,0.88,0.95,25342,214
733,modified,Lagos,0.833333333,1.5,tmrel_to_mild_rate,0.84,0.89,0.96,25342,214
734,modified,Lagos,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25342,214
735,modified,Lagos,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25342,214
736,modified,Nasarawa,0.5,0.833333333,mam_to_sam_rate,0.05,0.27,0.67,25343,214
737,modified,Nasarawa,0.5,0.833333333,mild_to_mam_rate,0.51,0.67,0.87,25343,214
738,modified,Nasarawa,0.5,0.833333333,tmrel_to_mild_rate,0.73,0.81,0.93,25343,214
739,modified,Nasarawa,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.89,25343,214
740,modified,Nasarawa,0.833333333,1.5,mild_to_mam_rate,0.83,0.9,0.96,25343,214
741,modified,Nasarawa,0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,25343,214
742,modified,Nasarawa,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25343,214
743,modified,Nasarawa,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25343,214
744,modified,Niger,0.5,0.833333333,mam_to_sam_rate,0.05,0.27,0.67,25344,214
745,modified,Niger,0.5,0.833333333,mild_to_mam_rate,0.43,0.61,0.85,25344,214
746,modified,Niger,0.5,0.833333333,tmrel_to_mild_rate,0.67,0.77,0.91,25344,214
747,modified,Niger,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,25344,214
748,modified,Niger,0.833333333,1.5,mild_to_mam_rate,0.82,0.89,0.95,25344,214
749,modified,Niger,0.833333333,1.5,tmrel_to_mild_rate,0.84,0.89,0.96,25344,214
750,modified,Niger,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25344,214
751,modified,Niger,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25344,214
752,modified,Ogun,0.5,0.833333333,mam_to_sam_rate,0.05,0.21,0.65,25345,214
753,modified,Ogun,0.5,0.833333333,mild_to_mam_rate,0.41,0.57,0.83,25345,214
754,modified,Ogun,0.5,0.833333333,tmrel_to_mild_rate,0.71,0.79,0.91,25345,214
755,modified,Ogun,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.93,25345,214
756,modified,Ogun,0.833333333,1.5,mild_to_mam_rate,0.85,0.91,0.98,25345,214
757,modified,Ogun,0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,25345,214
758,modified,Ogun,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25345,214
759,modified,Ogun,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25345,214
760,modified,Ondo,0.5,0.833333333,mam_to_sam_rate,0.05,0.15,0.63,25346,214
761,modified,Ondo,0.5,0.833333333,mild_to_mam_rate,0.31,0.47,0.79,25346,214
762,modified,Ondo,0.5,0.833333333,tmrel_to_mild_rate,0.71,0.79,0.91,25346,214
763,modified,Ondo,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.93,25346,214
764,modified,Ondo,0.833333333,1.5,mild_to_mam_rate,0.86,0.93,0.99,25346,214
765,modified,Ondo,0.833333333,1.5,tmrel_to_mild_rate,0.88,0.93,0.99,25346,214
766,modified,Ondo,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25346,214
767,modified,Ondo,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25346,214
768,modified,Oromia,0.5,0.833333333,mam_to_sam_rate,0.05,0.37,0.71,44855,179
769,modified,Oromia,0.5,0.833333333,mild_to_mam_rate,0.57,0.73,0.91,44855,179
770,modified,Oromia,0.5,0.833333333,tmrel_to_mild_rate,0.73,0.81,0.93,44855,179
771,modified,Oromia,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.9,44855,179
772,modified,Oromia,0.833333333,1.5,mild_to_mam_rate,0.85,0.91,0.97,44855,179
773,modified,Oromia,0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,44855,179
774,modified,Oromia,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,44855,179
775,modified,Oromia,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44855,179
776,modified,Osun,0.5,0.833333333,mam_to_sam_rate,0.05,0.29,0.69,25347,214
777,modified,Osun,0.5,0.833333333,mild_to_mam_rate,0.51,0.67,0.87,25347,214
778,modified,Osun,0.5,0.833333333,tmrel_to_mild_rate,0.73,0.81,0.93,25347,214
779,modified,Osun,0.833333333,1.5,mam_to_sam_rate,0.68,0.78,0.89,25347,214
780,modified,Osun,0.833333333,1.5,mild_to_mam_rate,0.83,0.89,0.96,25347,214
781,modified,Osun,0.833333333,1.5,tmrel_to_mild_rate,0.85,0.9,0.96,25347,214
782,modified,Osun,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25347,214
783,modified,Osun,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25347,214
784,modified,Oyo,0.5,0.833333333,mam_to_sam_rate,0.05,0.23,0.69,25348,214
785,modified,Oyo,0.5,0.833333333,mild_to_mam_rate,0.47,0.63,0.87,25348,214
786,modified,Oyo,0.5,0.833333333,tmrel_to_mild_rate,0.75,0.83,0.93,25348,214
787,modified,Oyo,0.833333333,1.5,mam_to_sam_rate,0.7,0.8,0.92,25348,214
788,modified,Oyo,0.833333333,1.5,mild_to_mam_rate,0.85,0.91,0.97,25348,214
789,modified,Oyo,0.833333333,1.5,tmrel_to_mild_rate,0.87,0.91,0.97,25348,214
790,modified,Oyo,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25348,214
791,modified,Oyo,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25348,214
792,modified,Plateau,0.5,0.833333333,mam_to_sam_rate,0.05,0.27,0.67,25349,214
793,modified,Plateau,0.5,0.833333333,mild_to_mam_rate,0.51,0.67,0.89,25349,214
794,modified,Plateau,0.5,0.833333333,tmrel_to_mild_rate,0.77,0.85,0.93,25349,214
795,modified,Plateau,0.833333333,1.5,mam_to_sam_rate,0.67,0.78,0.89,25349,214
796,modified,Plateau,0.833333333,1.5,mild_to_mam_rate,0.83,0.89,0.96,25349,214
797,modified,Plateau,0.833333333,1.5,tmrel_to_mild_rate,0.87,0.91,0.97,25349,214
798,modified,Plateau,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25349,214
799,modified,Plateau,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25349,214
800,modified,Punjab,0.5,0.833333333,mam_to_sam_rate,0.05,0.13,0.63,53620,165
801,modified,Punjab,0.5,0.833333333,mild_to_mam_rate,0.45,0.61,0.85,53620,165
802,modified,Punjab,0.5,0.833333333,tmrel_to_mild_rate,0.63,0.73,0.89,53620,165
803,modified,Punjab,0.833333333,1.5,mam_to_sam_rate,0.68,0.79,0.9,53620,165
804,modified,Punjab,0.833333333,1.5,mild_to_mam_rate,0.89,0.94,0.99,53620,165
805,modified,Punjab,0.833333333,1.5,tmrel_to_mild_rate,0.84,0.89,0.97,53620,165
806,modified,Punjab,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,53620,165
807,modified,Punjab,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,53620,165
808,modified,Rivers,0.5,0.833333333,mam_to_sam_rate,0.05,0.27,0.67,25350,214
809,modified,Rivers,0.5,0.833333333,mild_to_mam_rate,0.55,0.69,0.89,25350,214
810,modified,Rivers,0.5,0.833333333,tmrel_to_mild_rate,0.75,0.83,0.93,25350,214
811,modified,Rivers,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.93,25350,214
812,modified,Rivers,0.833333333,1.5,mild_to_mam_rate,0.87,0.93,0.99,25350,214
813,modified,Rivers,0.833333333,1.5,tmrel_to_mild_rate,0.88,0.92,0.98,25350,214
814,modified,Rivers,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25350,214
815,modified,Rivers,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25350,214
816,modified,Sindh,0.5,0.833333333,mam_to_sam_rate,0.05,0.05,0.53,53621,165
817,modified,Sindh,0.5,0.833333333,mild_to_mam_rate,0.31,0.49,0.81,53621,165
818,modified,Sindh,0.5,0.833333333,tmrel_to_mild_rate,0.53,0.65,0.87,53621,165
819,modified,Sindh,0.833333333,1.5,mam_to_sam_rate,0.68,0.79,0.9,53621,165
820,modified,Sindh,0.833333333,1.5,mild_to_mam_rate,0.89,0.94,0.98,53621,165
821,modified,Sindh,0.833333333,1.5,tmrel_to_mild_rate,0.81,0.87,0.96,53621,165
822,modified,Sindh,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,53621,165
823,modified,Sindh,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,53621,165
824,modified,Sokoto,0.5,0.833333333,mam_to_sam_rate,0.05,0.15,0.63,25351,214
825,modified,Sokoto,0.5,0.833333333,mild_to_mam_rate,0.15,0.31,0.73,25351,214
826,modified,Sokoto,0.5,0.833333333,tmrel_to_mild_rate,0.51,0.63,0.85,25351,214
827,modified,Sokoto,0.833333333,1.5,mam_to_sam_rate,0.65,0.75,0.86,25351,214
828,modified,Sokoto,0.833333333,1.5,mild_to_mam_rate,0.72,0.8,0.89,25351,214
829,modified,Sokoto,0.833333333,1.5,tmrel_to_mild_rate,0.78,0.84,0.92,25351,214
830,modified,Sokoto,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25351,214
831,modified,Sokoto,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25351,214
832,modified,Somali,0.5,0.833333333,mam_to_sam_rate,0.05,0.31,0.69,44856,179
833,modified,Somali,0.5,0.833333333,mild_to_mam_rate,0.43,0.63,0.85,44856,179
834,modified,Somali,0.5,0.833333333,tmrel_to_mild_rate,0.59,0.71,0.89,44856,179
835,modified,Somali,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.93,44856,179
836,modified,Somali,0.833333333,1.5,mild_to_mam_rate,0.84,0.9,0.97,44856,179
837,modified,Somali,0.833333333,1.5,tmrel_to_mild_rate,0.8,0.86,0.95,44856,179
838,modified,Somali,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,44856,179
839,modified,Somali,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44856,179
840,modified,"Southern Nations, Nationalities, and Peoples",0.5,0.833333333,mam_to_sam_rate,0.21,0.49,0.75,44858,179
841,modified,"Southern Nations, Nationalities, and Peoples",0.5,0.833333333,mild_to_mam_rate,0.63,0.77,0.91,44858,179
